age,avgmonthlygbdownload,avgmonthlylongdistancecharges,cltv,churncategory,churnreason,churnscore,churn,city,contract,dependents,deviceprotection,internetservice,latitude,longitude,monthlycharges,multiplelines,numberofreferrals,onlinebackup,onlinesecurity,paperlessbilling,partner,paymentmethod,phoneservice,population,referredafriend,satisfactionscore,seniorcitizen,streamingmusic,streamingmovies,streamingtv,techsupport,totalextradatacharges,totallongdistancecharges,totalrefunds,totalrevenue,totalcharges,unlimiteddata,zipcode,customerid,gender,tenure
60,76,32.47,4558,No Churn,No Churn,29,No,Vallecito,Two year,Yes,Yes,Fiber optic,38.055562,-120.456298,114.0,Yes,1,Yes,Yes,Yes,Yes,Electronic check,Yes,460,1,3,0,1,Yes,Yes,Yes,0,2337.84,0.0,10430.99,8093.15,1,95251,9127-FHJBZ,Male,72
39,24,17.61,5981,No Churn,No Churn,35,No,Santa Ana,One year,No,No,DSL,33.765893,-117.881533,59.85,No,1,Yes,Yes,Yes,Yes,Bank transfer (automatic),Yes,37879,1,3,0,0,No,No,Yes,0,774.84,0.0,3378.79,2603.95,1,92706,9127-QRZMH,Male,44
36,30,30.44,5470,No Churn,No Churn,45,No,Nicolaus,Two year,No,Yes,Fiber optic,38.788898,-121.608624,95.8,No,0,No,No,No,No,Electronic check,Yes,751,0,3,0,1,Yes,Yes,No,0,1795.96,0.0,7451.41,5655.45,1,95659,9128-CPXKI,Female,59
65,3,1.27,2094,No Churn,No Churn,73,No,Van Nuys,Month-to-month,No,No,Fiber optic,34.202494,-118.448048,103.6,Yes,0,Yes,No,Yes,No,Credit card (automatic),Yes,51348,0,4,1,1,Yes,Yes,Yes,10,22.86,0.0,1839.21,1806.35,0,91405,9129-UXERG,Female,18
40,19,14.45,5781,No Churn,No Churn,71,No,Mill Valley,Month-to-month,No,No,Fiber optic,37.901371,-122.572024,98.7,Yes,0,Yes,No,Yes,No,Credit card (automatic),Yes,28727,0,5,0,1,Yes,Yes,No,0,332.35,0.0,2581.45,2249.1,1,94941,9133-AYJZG,Female,23
75,27,13.63,3077,Dissatisfaction,Network reliability,89,Yes,Nice,Month-to-month,No,No,Fiber optic,39.12334,-122.838198,89.5,No,1,No,No,Yes,Yes,Electronic check,Yes,2223,1,2,1,0,Yes,Yes,No,0,95.41,0.0,772.11,676.7,1,95464,9134-CEQMF,Male,7
51,13,27.3,5311,No Churn,No Churn,74,No,Suisun City,One year,No,No,Fiber optic,38.197907,-122.017258,86.35,No,0,No,Yes,No,No,Mailed check,Yes,39279,0,3,0,0,No,Yes,No,0,1392.3,0.0,5659.45,4267.15,1,94585,9134-WYRVP,Male,51
28,0,14.93,5431,No Churn,No Churn,79,No,Fremont,Two year,Yes,No internet service,No,37.555473,-122.080312,19.7,No,3,No internet service,No internet service,Yes,Yes,Bank transfer (automatic),Yes,33883,1,5,0,0,No internet service,No internet service,No internet service,0,955.52,0.0,2229.57,1274.05,0,94555,9135-HSWOC,Male,64
41,7,48.37,5345,No Churn,No Churn,70,No,Sanger,Two year,No,Yes,DSL,36.819628,-119.440414,84.7,No,10,Yes,Yes,Yes,Yes,Mailed check,Yes,28991,1,3,0,1,Yes,Yes,Yes,0,3337.53,0.0,9216.43,5878.9,1,93657,9135-MGVPY,Male,69
44,2,0.0,2121,Price,Extra data charges,65,Yes,Fontana,Month-to-month,No,No,DSL,34.049671,-117.468896,24.45,No phone service,0,No,No,Yes,No,Mailed check,No,29847,0,3,0,0,No,No,No,0,0.0,0.0,24.45,24.45,1,92337,9136-ALYBR,Male,1
80,0,7.03,4577,No Churn,No Churn,24,No,South San Francisco,Month-to-month,No,No internet service,No,37.654436,-122.426468,19.2,No,0,No internet service,No internet service,No,No,Electronic check,Yes,60599,0,5,1,0,No internet service,No internet service,No internet service,0,14.06,0.0,51.26,37.2,0,94080,9137-NOQKA,Male,2
33,56,26.09,5447,No Churn,No Churn,80,No,Butte City,Month-to-month,Yes,Yes,Fiber optic,39.449794,-121.936372,106.9,No,1,No,Yes,Yes,Yes,Electronic check,Yes,303,1,3,0,1,Yes,Yes,Yes,150,913.15,34.47,4785.13,3756.45,0,95920,9137-UIYPG,Female,35
54,75,24.17,4237,No Churn,No Churn,40,No,Orosi,One year,Yes,No,Fiber optic,36.600185,-119.175655,78.95,No,3,No,No,No,Yes,Bank transfer (automatic),Yes,9780,1,3,0,1,Yes,No,No,0,628.42,0.0,2662.67,2034.25,1,93647,9138-EFSMO,Male,26
34,28,0.0,4362,No Churn,No Churn,79,No,Los Angeles,One year,No,Yes,DSL,34.043144,-118.251977,47.85,No phone service,10,Yes,Yes,No,Yes,Bank transfer (automatic),No,3524,1,4,0,0,No,Yes,No,80,0.0,0.0,1270.5,1190.5,0,90014,9139-TWBAS,Female,26
35,19,26.37,4235,Other,Poor expertise of online support,90,Yes,San Diego,One year,Yes,No,Fiber optic,32.825086,-117.199424,100.45,Yes,1,Yes,No,No,Yes,Mailed check,Yes,51213,1,3,0,1,Yes,Yes,No,0,1292.13,0.0,6233.93,4941.8,1,92117,9139-WQQDY,Female,49
38,14,47.95,5601,No Churn,No Churn,39,No,Lee Vining,Two year,No,No,DSL,37.890145,-119.184087,79.6,No,7,Yes,Yes,Yes,Yes,Bank transfer (automatic),Yes,504,1,4,0,1,Yes,Yes,Yes,0,3260.6,0.0,8776.4,5515.8,1,93541,9140-CZQZZ,Female,68
41,28,1.7,2053,No Churn,No Churn,51,No,Sylmar,Month-to-month,No,No,Fiber optic,34.321621,-118.399841,68.85,No,0,No,No,No,No,Credit card (automatic),Yes,81986,0,3,0,0,No,No,No,0,74.8,0.0,3033.75,2958.95,1,91342,9142-KZXOP,Male,44
46,0,2.76,5227,No Churn,No Churn,49,No,Fresno,Month-to-month,No,No internet service,No,36.732694,-119.783786,19.35,No,0,No internet service,No internet service,No,No,Credit card (automatic),Yes,6848,0,5,0,0,No internet service,No internet service,No internet service,0,80.04,0.0,681.64,601.6,0,93721,9142-XMYJH,Female,29
29,85,27.37,2200,No Churn,No Churn,80,No,Topaz,Month-to-month,Yes,No,DSL,38.636052,-119.489162,55.15,No,7,No,Yes,No,Yes,Electronic check,Yes,116,1,3,0,0,No,No,Yes,0,656.88,0.0,1976.73,1319.85,1,96133,9143-CANJF,Female,24
47,0,31.7,2080,No Churn,No Churn,65,No,Shaver Lake,Month-to-month,Yes,No internet service,No,37.223,-119.001021,25.55,Yes,1,No internet service,No internet service,No,Yes,Mailed check,Yes,642,1,5,0,0,No internet service,No internet service,No internet service,0,443.8,0.0,816.25,372.45,0,93664,9146-JRIOX,Female,14
57,27,21.61,4753,No Churn,No Churn,63,No,Corona,One year,No,Yes,DSL,33.819385,-117.600213,52.7,No,0,No,Yes,No,No,Mailed check,Yes,60294,0,3,0,0,No,No,No,0,1210.16,0.0,4229.86,3019.7,1,92882,9150-HEPMB,Male,56
43,0,29.09,3945,No Churn,No Churn,27,No,Los Angeles,Two year,No,No internet service,No,34.003553,-118.308933,19.65,No,0,No internet service,No internet service,No,No,Credit card (automatic),Yes,29299,0,5,0,0,No internet service,No internet service,No internet service,0,174.54,0.0,291.39,116.85,0,90062,9150-KPBJQ,Female,6
50,10,22.95,2706,No Churn,No Churn,26,No,Coalinga,Two year,No,Yes,DSL,36.186867,-120.387793,80.25,No,0,No,Yes,Yes,No,Mailed check,Yes,18036,0,5,0,1,Yes,Yes,Yes,0,137.7,0.0,631.1,493.4,1,93210,9152-AMKAK,Male,6
61,0,48.01,4066,No Churn,No Churn,79,No,San Francisco,Two year,No,No internet service,No,37.776718,-122.495781,25.0,Yes,1,No internet service,No internet service,No,Yes,Bank transfer (automatic),Yes,42476,1,4,0,0,No internet service,No internet service,No internet service,0,3408.71,0.0,5161.71,1753.0,0,94121,9153-BTBVV,Female,71
20,47,22.83,3927,No Churn,No Churn,60,No,Kettleman City,One year,Yes,Yes,Fiber optic,35.996923,-120.000951,104.3,Yes,0,No,No,Yes,Yes,Credit card (automatic),Yes,1809,0,5,0,1,Yes,Yes,Yes,0,981.69,0.0,5433.54,4451.85,1,93239,9154-QDGTH,Male,43
41,10,5.01,4963,Price,Extra data charges,96,Yes,Los Angeles,Month-to-month,No,Yes,Fiber optic,34.017697,-118.200577,113.6,Yes,1,Yes,Yes,Yes,Yes,Bank transfer (automatic),Yes,47487,1,1,0,1,Yes,Yes,Yes,0,205.41,0.0,4800.36,4594.95,1,90023,9158-VCTQB,Female,41
34,23,31.68,5584,No Churn,No Churn,62,No,Stockton,Month-to-month,No,No,DSL,37.974498,-121.319568,48.85,No,0,Yes,No,No,No,Electronic check,Yes,30476,0,5,0,0,No,No,No,0,475.2,0.0,1212.0,736.8,1,95204,9163-GHAYE,Female,15
23,41,19.2,3549,No Churn,No Churn,32,No,Long Beach,Month-to-month,No,No,Fiber optic,33.819814,-118.222416,84.15,Yes,0,No,No,Yes,No,Bank transfer (automatic),Yes,35656,0,3,0,0,No,Yes,No,60,422.4,0.0,2304.35,1821.95,0,90810,9167-APMXZ,Female,22
75,9,20.83,2944,No Churn,No Churn,32,No,Port Hueneme,Month-to-month,No,Yes,Fiber optic,34.110124,-119.100972,104.15,Yes,10,No,No,No,Yes,Electronic check,Yes,25634,1,4,1,0,Yes,Yes,Yes,0,916.52,0.0,5412.17,4495.65,1,93041,9168-INPSZ,Female,44
21,53,18.52,3521,No Churn,No Churn,40,No,Winchester,Month-to-month,No,Yes,DSL,33.657433,-117.04254,74.75,Yes,0,No,No,No,No,Bank transfer (automatic),Yes,4093,0,5,0,1,Yes,Yes,No,0,222.24,0.0,1049.29,827.05,1,92596,9169-BSVIN,Male,12
41,0,8.25,4848,No Churn,No Churn,37,No,Felton,One year,Yes,No internet service,No,37.089111,-122.062213,19.6,No,0,No internet service,No internet service,No,Yes,Credit card (automatic),Yes,8728,0,3,0,0,No internet service,No internet service,No internet service,0,429.0,46.07,1395.33,1012.4,0,95018,9170-ARBTB,Female,52
62,9,12.06,2026,Dissatisfaction,Product dissatisfaction,91,Yes,Fremont,Month-to-month,No,Yes,Fiber optic,37.516791,-121.899117,90.2,Yes,1,Yes,Yes,No,Yes,Credit card (automatic),Yes,46917,1,1,0,0,No,No,No,0,205.02,0.0,1659.17,1454.15,1,94539,9170-CCKOU,Male,17
42,56,45.26,4734,Price,Price too high,84,Yes,Vallecito,Month-to-month,Yes,Yes,DSL,38.055562,-120.456298,79.9,Yes,1,Yes,Yes,No,Yes,Credit card (automatic),Yes,460,1,1,0,1,Yes,No,Yes,0,1855.66,0.0,5181.86,3326.2,1,95251,9170-GYZJC,Female,41
35,28,37.36,5561,Attitude,Attitude of support person,68,Yes,Carson,Month-to-month,No,No,Fiber optic,33.822295,-118.26411,98.7,Yes,0,No,Yes,Yes,No,Electronic check,Yes,55486,0,1,0,1,Yes,Yes,No,0,373.6,0.0,1346.85,973.25,1,90745,9172-ANCRX,Female,10
47,11,15.37,2641,Other,Don't know,75,Yes,Palm Desert,Month-to-month,Yes,No,Fiber optic,33.762759,-116.324817,90.8,No,1,No,No,Yes,Yes,Electronic check,Yes,19702,1,1,0,1,Yes,Yes,No,0,399.62,0.0,2761.42,2361.8,1,92211,9172-JITSM,Female,26
48,0,43.71,4254,No Churn,No Churn,64,No,Sherman Oaks,Two year,Yes,No internet service,No,34.147149,-118.463365,20.9,No,1,No internet service,No internet service,No,Yes,Mailed check,Yes,22085,1,5,0,0,No internet service,No internet service,No internet service,0,2316.63,0.0,3462.68,1146.05,0,91403,9173-IVZVP,Female,53
70,0,22.92,3848,Dissatisfaction,Limited range of services,78,Yes,Sacramento,Month-to-month,No,No internet service,No,38.567594,-121.437507,19.45,No,0,No internet service,No internet service,Yes,No,Electronic check,Yes,15975,0,1,1,0,No internet service,No internet service,No internet service,0,22.92,0.0,42.37,19.45,0,95819,9174-FKWZE,Female,1
45,20,36.11,5521,No Churn,No Churn,50,No,Goodyears Bar,Two year,Yes,No,Fiber optic,39.564113,-120.868836,70.35,No,0,No,No,No,No,Credit card (automatic),Yes,76,0,3,0,0,No,No,No,0,1805.5,0.0,5339.1,3533.6,1,95944,9174-IHETN,Female,50
19,0,1.14,4634,No Churn,No Churn,26,No,Newbury Park,Two year,Yes,No internet service,No,34.172071,-118.946262,24.1,Yes,1,No internet service,No internet service,Yes,Yes,Bank transfer (automatic),Yes,37779,1,3,0,0,No internet service,No internet service,No internet service,0,27.36,0.0,614.76,587.4,0,91320,9178-JHUVJ,Male,24
26,0,2.86,5587,No Churn,No Churn,43,No,Mccloud,Month-to-month,Yes,No internet service,No,41.251322,-122.105209,20.45,No,6,No internet service,No internet service,No,Yes,Mailed check,Yes,1586,1,4,0,0,No internet service,No internet service,No internet service,0,108.68,0.0,889.93,781.25,0,96057,9184-GALIL,Female,38
27,42,21.3,4550,Dissatisfaction,Poor expertise of phone support,91,Yes,Albany,Month-to-month,No,No,Fiber optic,37.890274,-122.295192,85.15,Yes,1,No,No,Yes,Yes,Electronic check,Yes,15882,1,2,0,1,Yes,No,No,0,298.2,38.48,1398.92,1139.2,1,94706,9185-TQCVP,Male,14
69,12,13.38,4937,Price,Price too high,91,Yes,Helm,Month-to-month,No,No,Fiber optic,36.520537,-120.118055,93.55,Yes,1,No,No,Yes,Yes,Electronic check,Yes,152,1,2,1,1,Yes,Yes,No,0,321.12,0.0,2585.17,2264.05,1,93627,9189-JWSHV,Female,24
65,4,32.77,2851,Competitor,Competitor had better devices,68,Yes,Vallecito,Month-to-month,No,Yes,Fiber optic,38.055562,-120.456298,95.9,No,0,No,No,Yes,No,Credit card (automatic),Yes,460,0,1,1,1,Yes,Yes,No,0,622.63,0.0,2400.53,1777.9,1,95251,9190-MFJLN,Male,19
34,53,8.69,3457,Dissatisfaction,Service dissatisfaction,70,Yes,Lynwood,Month-to-month,No,Yes,Fiber optic,33.923573,-118.200669,75.15,No,1,No,No,Yes,Yes,Bank transfer (automatic),Yes,69850,1,1,0,0,No,No,No,0,60.83,0.0,557.73,496.9,1,90262,9191-MYQKX,Female,7
25,52,9.84,3363,No Churn,No Churn,59,No,Tahoma,Two year,No,Yes,DSL,39.061227,-120.179546,84.35,Yes,4,No,Yes,No,Yes,Credit card (automatic),Yes,1291,1,4,0,1,Yes,Yes,Yes,0,413.28,0.0,3984.88,3571.6,1,96142,9194-GFVOI,Female,42
38,24,49.08,4010,No Churn,No Churn,30,No,San Francisco,One year,No,No,DSL,37.731505,-122.384532,79.7,Yes,1,Yes,Yes,Yes,Yes,Credit card (automatic),Yes,33177,1,3,0,1,Yes,Yes,No,30,3092.04,0.0,7908.19,4786.15,0,94124,9199-PWQVC,Female,63
20,30,0.0,6445,No Churn,No Churn,27,No,Orland,One year,No,Yes,DSL,39.748037,-122.302169,54.05,No phone service,10,No,No,Yes,Yes,Bank transfer (automatic),No,13706,1,4,0,1,Yes,Yes,Yes,40,0.0,0.0,2999.8,2959.8,0,95963,9200-NLNPD,Male,56
28,71,0.0,5212,Dissatisfaction,Network reliability,88,Yes,Fresno,Month-to-month,No,No,DSL,36.654614,-119.903674,54.45,No phone service,1,No,Yes,Yes,Yes,Electronic check,No,35790,1,1,0,1,Yes,Yes,Yes,0,0.0,0.0,706.85,706.85,1,93706,9206-GVPEQ,Male,13
42,14,13.04,5042,No Churn,No Churn,37,No,Paradise,One year,No,Yes,DSL,39.69676,-121.644379,67.45,Yes,0,Yes,Yes,No,No,Electronic check,Yes,28318,0,3,0,0,No,No,Yes,0,482.48,0.0,2925.78,2443.3,1,95969,9207-ZPANB,Male,37
70,23,25.7,3878,No Churn,No Churn,74,No,Berkeley,Month-to-month,No,Yes,Fiber optic,37.878554,-122.26609,84.95,No,0,No,No,Yes,No,Electronic check,Yes,10147,0,4,1,0,Yes,No,No,70,462.6,4.76,1971.49,1443.65,0,94709,9208-OLGAQ,Female,18
42,2,34.98,5827,No Churn,No Churn,76,No,Niland,One year,No,No,DSL,33.345825,-115.596574,65.4,No,0,No,Yes,No,No,Electronic check,Yes,2753,0,3,0,0,No,Yes,Yes,0,1539.12,0.0,4313.67,2774.55,1,92257,9209-NWPGU,Male,44
57,6,23.35,2248,Attitude,Attitude of support person,84,Yes,Wendel,Month-to-month,No,No,DSL,40.345949,-120.081187,70.75,No,0,No,No,Yes,No,Credit card (automatic),Yes,162,0,1,0,1,Yes,Yes,Yes,0,163.45,0.0,614.25,450.8,1,96136,9210-IAHGH,Female,7
51,26,26.15,4138,No Churn,No Churn,75,No,San Francisco,Month-to-month,No,No,DSL,37.750021,-122.415201,44.0,No,0,No,No,Yes,No,Mailed check,Yes,74641,0,4,0,0,No,No,No,0,26.15,0.0,70.15,44.0,1,94110,9214-EKVXR,Female,1
56,19,39.07,5266,No Churn,No Churn,80,No,Heber,Two year,Yes,No,DSL,32.730583,-115.501083,61.4,Yes,10,No,Yes,No,Yes,Credit card (automatic),Yes,3535,1,3,0,0,No,No,Yes,0,2695.83,0.0,6755.68,4059.85,1,92249,9220-CXRSC,Female,69
67,4,33.21,4291,No Churn,No Churn,73,No,Cobb,Two year,No,Yes,Fiber optic,38.838088,-122.73203,88.8,No,5,No,No,No,Yes,Credit card (automatic),Yes,1591,1,3,1,0,No,Yes,Yes,0,1826.55,0.0,6631.85,4805.3,1,95426,9220-ZNKJI,Female,55
80,7,29.96,2292,Dissatisfaction,Product dissatisfaction,86,Yes,Dunlap,Month-to-month,No,Yes,Fiber optic,36.789213,-119.140338,104.85,Yes,0,Yes,No,Yes,No,Electronic check,Yes,506,0,1,1,0,Yes,Yes,No,0,419.44,0.0,1950.84,1531.4,1,93621,9221-OTIVJ,Female,14
49,6,18.34,5764,Price,Lack of affordable download/upload speed,77,Yes,Orland,Month-to-month,No,Yes,Fiber optic,39.748037,-122.302169,94.4,No,0,No,No,No,No,Electronic check,Yes,13706,0,3,0,1,Yes,Yes,No,0,18.34,0.0,112.74,94.4,1,95963,9223-UCPVT,Female,1
30,48,11.74,3413,No Churn,No Churn,30,No,Walnut Grove,Two year,Yes,Yes,DSL,38.240419,-121.587535,90.5,Yes,10,Yes,Yes,Yes,Yes,Mailed check,Yes,2344,1,3,0,1,Yes,Yes,Yes,0,551.78,0.0,4870.13,4318.35,1,95690,9224-VTYID,Male,47
64,30,16.58,6275,No Churn,No Churn,52,No,Los Angeles,Two year,No,Yes,DSL,34.050198,-118.210946,85.25,Yes,9,Yes,Yes,Yes,Yes,Electronic check,Yes,49431,1,3,0,1,Yes,Yes,No,0,1193.76,0.0,7276.86,6083.1,1,90033,9225-BZLNZ,Male,72
39,12,0.0,5768,Price,Price too high,76,Yes,Pescadero,Month-to-month,No,No,DSL,37.22565,-122.297533,24.6,No phone service,0,No,No,No,No,Electronic check,No,2055,0,2,0,0,No,No,No,0,0.0,0.0,24.6,24.6,1,94060,9227-LUNBG,Female,1
40,0,40.17,4272,No Churn,No Churn,53,No,North Hollywood,Two year,No,No internet service,No,34.187599,-118.387125,19.75,No,0,No internet service,No internet service,No,No,Mailed check,Yes,45358,0,5,0,0,No internet service,No internet service,No internet service,0,642.72,0.0,927.07,284.35,0,91606,9227-UAQFT,Male,16
23,69,4.75,5314,No Churn,No Churn,26,No,Palm Desert,Two year,Yes,No,DSL,33.694501,-116.412711,82.5,Yes,0,Yes,Yes,Yes,Yes,Bank transfer (automatic),Yes,29340,0,3,0,1,Yes,Yes,Yes,40,308.75,0.0,5563.85,5215.1,0,92260,9227-YBAXE,Female,65
45,0,12.97,3076,No Churn,No Churn,70,No,Salton City,One year,No,No internet service,No,33.28156,-115.955541,23.75,Yes,0,No internet service,No internet service,No,No,Mailed check,Yes,799,0,4,0,0,No internet service,No internet service,No internet service,0,233.46,0.0,657.96,424.5,0,92275,9229-RQABD,Male,18
65,18,36.93,5301,Other,Moved,72,Yes,Squaw Valley,Month-to-month,No,No,Fiber optic,36.719141,-119.202677,78.85,No,0,No,No,Yes,No,Electronic check,Yes,3146,0,3,1,0,No,Yes,No,0,147.72,0.0,440.52,292.8,1,93675,9231-ZJYAM,Female,4
68,20,6.9,2636,No Churn,No Churn,21,No,Ontario,One year,No,Yes,Fiber optic,34.057256,-117.667677,100.15,Yes,0,No,No,Yes,No,Bank transfer (automatic),Yes,54254,0,4,1,0,Yes,Yes,No,0,310.5,0.0,4770.3,4459.8,1,91762,9233-PSYHO,Female,45
34,4,0.0,2991,No Churn,No Churn,25,No,Bella Vista,Two year,No,No,DSL,40.722733,-122.109666,35.1,No phone service,0,No,Yes,No,No,Mailed check,No,899,0,4,0,0,No,No,Yes,0,0.0,0.0,770.4,770.4,1,96008,9236-NDUCW,Female,21
19,51,9.12,2701,Other,Moved,67,Yes,Los Angeles,Month-to-month,No,No,Fiber optic,34.059281,-118.30742,70.7,No,0,No,No,Yes,No,Electronic check,Yes,43019,0,2,0,0,No,No,No,0,18.24,0.0,169.89,151.65,1,90005,9237-HQITU,Female,2
25,47,24.85,6469,No Churn,No Churn,79,No,Carpinteria,Two year,No,Yes,Fiber optic,34.441398,-119.513163,113.65,Yes,6,Yes,Yes,Yes,Yes,Credit card (automatic),Yes,17409,1,3,0,1,Yes,Yes,Yes,0,1789.2,0.0,9913.4,8124.2,1,93013,9239-GZHZE,Female,72
23,71,0.0,2240,Competitor,Competitor had better devices,80,Yes,Los Angeles,Month-to-month,No,Yes,DSL,34.00709,-118.258681,47.95,No phone service,0,No,No,Yes,No,Electronic check,No,101215,0,1,0,1,Yes,Yes,No,0,0.0,0.0,305.1,305.1,1,90011,9239-ZBZZV,Female,6
53,15,0.0,4969,No Churn,No Churn,30,No,Browns Valley,Two year,Yes,Yes,DSL,39.292334,-121.320597,65.1,No phone service,7,Yes,Yes,Yes,Yes,Credit card (automatic),No,1477,1,4,0,1,Yes,Yes,Yes,0,0.0,0.0,4754.3,4754.3,1,95918,9242-TKFSV,Male,72
36,9,37.44,2352,No Churn,No Churn,50,No,Garden Grove,Month-to-month,No,No,DSL,33.782955,-118.026456,45.6,No,0,No,No,No,No,Mailed check,Yes,15878,0,3,0,0,No,No,No,0,37.44,0.0,83.04,45.6,1,92845,9244-ZVAPM,Male,1
74,13,3.84,3763,Competitor,Competitor made better offer,95,Yes,San Diego,Month-to-month,No,No,Fiber optic,32.898613,-117.202937,76.45,Yes,0,No,No,Yes,No,Electronic check,Yes,4258,0,3,1,0,No,No,No,10,3.84,0.0,90.29,76.45,0,92121,9248-OJYKK,Male,1
20,52,33.69,4861,Competitor,Competitor offered more data,90,Yes,Acampo,One year,No,No,Fiber optic,38.200231,-121.235034,111.25,Yes,0,Yes,Yes,Yes,No,Credit card (automatic),Yes,6317,0,1,0,1,Yes,Yes,Yes,0,1751.88,1.27,7667.06,5916.45,1,95220,9249-FXSCK,Female,52
20,58,35.22,4600,Competitor,Competitor made better offer,79,Yes,Fallbrook,Month-to-month,No,No,Fiber optic,33.362575,-117.299644,75.55,Yes,0,No,No,No,No,Electronic check,Yes,42239,0,2,0,1,No,No,No,0,176.1,0.0,589.75,413.65,1,92028,9250-WYPLL,Female,5
19,0,9.77,2608,No Churn,No Churn,50,No,Palmdale,Two year,Yes,No internet service,No,34.598221,-117.79593,20.0,No,2,No internet service,No internet service,No,Yes,Mailed check,Yes,6787,1,5,0,0,No internet service,No internet service,No internet service,0,468.96,0.0,1404.86,935.9,0,93591,9251-AWQGT,Female,48
23,58,4.71,4931,No Churn,No Churn,25,No,Bakersfield,One year,No,Yes,DSL,35.16207,-119.194488,75.1,Yes,10,Yes,Yes,No,Yes,Mailed check,Yes,20440,1,4,0,1,Yes,No,No,0,315.57,0.0,5380.02,5064.45,1,93311,9251-WNSOD,Female,67
73,21,6.25,2233,Competitor,Competitor had better devices,71,Yes,Morgan Hill,Month-to-month,No,No,Fiber optic,37.161544,-121.649371,94.45,Yes,1,No,No,Yes,Yes,Electronic check,Yes,41707,1,1,1,0,Yes,Yes,No,0,181.25,0.0,2834.9,2653.65,1,95037,9253-QXKBE,Male,29
50,18,39.49,5224,No Churn,No Churn,52,No,Chualar,One year,No,Yes,DSL,36.596271,-121.442274,67.05,Yes,6,Yes,Yes,No,Yes,Credit card (automatic),Yes,1140,1,3,0,0,No,No,No,0,2566.85,0.0,6876.4,4309.55,1,93925,9253-VIFJQ,Male,65
38,8,5.4,5160,Competitor,Competitor had better devices,91,Yes,Klamath River,One year,Yes,Yes,Fiber optic,41.816595,-122.948287,98.6,No,1,No,No,No,Yes,Bank transfer (automatic),Yes,482,1,2,0,1,Yes,Yes,Yes,0,91.8,0.0,1796.75,1704.95,1,96050,9254-RBFON,Female,17
40,0,48.92,4188,No Churn,No Churn,72,No,Potter Valley,Month-to-month,No,No internet service,No,39.408634,-123.045516,20.3,No,0,No internet service,No internet service,No,No,Bank transfer (automatic),Yes,1884,0,3,0,0,No internet service,No internet service,No internet service,0,538.12,0.0,784.42,246.3,0,95469,9256-JTBNZ,Female,11
22,0,2.44,4529,No Churn,No Churn,71,No,Glendale,Two year,Yes,No internet service,No,34.13658,-118.245839,20.1,No,10,No internet service,No internet service,No,Yes,Bank transfer (automatic),Yes,41390,1,4,0,0,No internet service,No internet service,No internet service,0,126.88,17.05,1188.58,1078.75,0,91205,9257-AZMTZ,Female,52
23,41,4.32,6208,No Churn,No Churn,27,No,Long Beach,Two year,Yes,Yes,Fiber optic,33.781086,-118.199049,113.65,Yes,2,Yes,Yes,No,Yes,Credit card (automatic),Yes,63136,1,4,0,1,Yes,Yes,Yes,0,306.72,0.0,8473.52,8166.8,1,90813,9258-CNWAC,Female,71
19,71,41.32,3918,Competitor,Competitor had better devices,91,Yes,Los Angeles,Month-to-month,No,No,DSL,34.078991,-118.263804,62.65,Yes,1,Yes,Yes,No,Yes,Electronic check,Yes,73686,1,1,0,0,No,No,Yes,0,1404.88,0.0,3679.78,2274.9,1,90026,9259-PACGQ,Female,34
64,30,33.53,2168,No Churn,No Churn,34,No,Bonita,Month-to-month,No,No,DSL,32.67117,-117.00232,54.65,No,0,No,No,No,No,Mailed check,Yes,17389,0,5,0,1,Yes,No,No,0,100.59,0.0,289.69,189.1,1,91902,9261-WDCAF,Male,3
58,17,2.88,3335,Competitor,Competitor had better devices,66,Yes,Trinidad,Month-to-month,Yes,No,DSL,41.162295,-124.027381,54.7,No,0,No,No,Yes,No,Credit card (automatic),Yes,2369,0,1,0,0,No,Yes,No,0,8.64,0.0,178.09,169.45,1,95570,9269-CQOOL,Male,3
23,85,4.29,3963,No Churn,No Churn,78,No,Courtland,Month-to-month,No,No,Fiber optic,38.311609,-121.554034,70.15,No,0,No,No,No,No,Mailed check,Yes,699,0,3,0,0,No,No,No,0,42.9,0.0,778.4,735.5,1,95615,9272-LSVYH,Male,10
76,27,28.11,3716,Competitor,Competitor offered more data,69,Yes,Pacoima,Month-to-month,No,No,Fiber optic,34.255442,-118.421314,74.95,Yes,1,No,No,No,Yes,Electronic check,Yes,97318,1,2,1,0,No,No,No,0,112.44,0.0,421.14,308.7,1,91331,9274-CNFMO,Male,4
60,29,10.43,4096,No Churn,No Churn,36,No,Modesto,Month-to-month,No,No,Fiber optic,37.621458,-121.012295,83.2,No,0,Yes,No,Yes,No,Bank transfer (automatic),Yes,47536,0,3,0,0,No,Yes,No,0,156.45,0.0,1286.45,1130.0,1,95351,9274-UARKJ,Female,15
27,0,26.33,5756,No Churn,No Churn,56,No,Garberville,Month-to-month,No,No internet service,No,40.057784,-123.679461,24.6,Yes,0,No internet service,No internet service,No,No,Mailed check,Yes,2423,0,4,0,0,No internet service,No internet service,No internet service,0,78.99,0.0,165.34,86.35,0,95542,9277-JOOMO,Female,3
67,17,4.11,4428,No Churn,No Churn,49,No,Norco,Month-to-month,No,Yes,Fiber optic,33.925833,-117.559639,109.1,Yes,1,Yes,Yes,Yes,Yes,Electronic check,Yes,22443,1,5,1,0,Yes,Yes,No,0,213.72,0.0,5861.67,5647.95,1,92860,9278-VZKCD,Female,52
